episode_id,show_type,campaign,arc,episode_number,title,airdate,vod_url,wiki_url,runtime,watched,notes,has_cooldown,cooldown_date
Talk Show|Critical Role Cooldown|100|C3E100 Cooldown,Talk Show,Critical Role Cooldown,,100,C3E100 Cooldown,2024-07-15,https://www.beacon.tv,,,False,Post-show reactions,False,
Fireside Chat|Fireside Chat|3|Fireside Chat with Sam Riegel,Fireside Chat,Fireside Chat,,3,Fireside Chat with Sam Riegel,2024-07-16,https://beacon.tv/content/fireside-chat-live-with-sam-riegel,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Main Campaign|Campaign Three: Bells Hells|100|Downfall: Part Two,Main Campaign,Campaign Three: Bells Hells,Arc 5: Downfall,100,Downfall: Part Two,2024-07-18,https://youtu.be/EM7Ft2I1SVE,https://criticalrole.fandom.com/wiki/Downfall:_Part_Two,4:00:00,False,,True,2024-07-15
Webseries|Critical Role Cooldown|C3x100|Downfall: Part Two,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x100,Downfall: Part Two,2024-07-18,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|10|The Dark Well,Miniseries,The Re-Slayer's Take,,10,The Dark Well,2024-07-22,https://youtu.be/-QUikcqC5nc,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|101|C3E101 Cooldown,Talk Show,Critical Role Cooldown,,101,C3E101 Cooldown,2024-07-22,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|101|Downfall: Part Three,Main Campaign,Campaign Three: Bells Hells,Arc 5: Downfall,101,Downfall: Part Three,2024-07-25,https://youtu.be/n5r_pBOQPBc,https://criticalrole.fandom.com/wiki/Downfall:_Part_Three,6:11:02,False,,True,2024-07-22
Webseries|Critical Role Cooldown|C3x101|Downfall: Part Three,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x101,Downfall: Part Three,2024-07-25,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|11|Dani Carr Interview,Miniseries,The Re-Slayer's Take,,11,Dani Carr Interview,2024-07-29,https://youtu.be/MmV0ev5GU2A,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|102|C3E102 Cooldown,Talk Show,Critical Role Cooldown,,102,C3E102 Cooldown,2024-07-29,https://www.beacon.tv,,,False,Post-show reactions,False,
Fireside Chat|Fireside Chat||Fireside Chat,Fireside Chat,Fireside Chat,,,Fireside Chat,2024-07-29,https://www.beacon.tv,,,False,Monthly AMA/Q&A,False,
Special|Specials|C3E101a|San Diego Comic-Con 2024 - Critical Role Fireside Chat & Cast Q&A,Special,Specials,,C3E101a,San Diego Comic-Con 2024 - Critical Role Fireside Chat & Cast Q&A,2024-07-30,https://youtu.be/lX_cULe3_ps,https://criticalrole.fandom.com/wiki/San_Diego_Comic-Con_2024_-_Critical_Role_Fireside_Chat_%26_Cast_Q%26A,0:43:41,False,,False,
Talk Show|4-Sided Dive|26|4-Sided Dive: Oh My Gods,Talk Show,4-Sided Dive,,26,4-Sided Dive: Oh My Gods,2024-07-30,https://youtu.be/4hRIfoXejRc,https://criticalrole.fandom.com/wiki/Oh_My_Gods,2:45:48,False,,False,
Main Campaign|Campaign Three: Bells Hells|102|Reconciliation,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,102,Reconciliation,2024-08-01,https://youtu.be/MCn5E7USp2E,https://criticalrole.fandom.com/wiki/Reconciliation,4:06:56,False,,True,2024-07-29
Webseries|Critical Role Cooldown|C3x102|Reconciliation,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x102,Reconciliation,2024-08-01,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|12|The Curse of Strife,Miniseries,The Re-Slayer's Take,,12,The Curse of Strife,2024-08-05,https://youtu.be/VraNQRyfhRw,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|103|C3E103 Cooldown,Talk Show,Critical Role Cooldown,,103,C3E103 Cooldown,2024-08-05,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|103|Cages,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,103,Cages,2024-08-08,https://youtu.be/_mJ0-amzog0,https://criticalrole.fandom.com/wiki/Cages,3:47:51,False,,True,2024-08-05
Webseries|Critical Role Cooldown|C3x103|Cages,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x103,Cages,2024-08-08,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|EverythingIsContent|24|SteamWorld Heist 2,Webseries,EverythingIsContent,,24,SteamWorld Heist 2,2024-08-12,https://youtu.be/JJIqTEYDQkU,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Webseries|The Re-Slayer's Take|13|The Rotten Soldiers,Miniseries,The Re-Slayer's Take,,13,The Rotten Soldiers,2024-08-12,https://youtu.be/DLF2B5M0aRw,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|104|C3E104 Cooldown,Talk Show,Critical Role Cooldown,,104,C3E104 Cooldown,2024-08-12,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|104|The Cradle's Convocation,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,104,The Cradle's Convocation,2024-08-15,https://youtu.be/FjiEWTjuWDk,https://criticalrole.fandom.com/wiki/The_Cradle%27s_Convocation,4:32:58,False,,True,2024-08-12
Webseries|Critical Role Cooldown|C3x104|The Cradle's Convocation,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x104,The Cradle's Convocation,2024-08-15,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Fireside Chat|Fireside Chat|4|Fireside Chat with Taliesin Jaffe,Fireside Chat,Fireside Chat,,4,Fireside Chat with Taliesin Jaffe,2024-08-19,https://beacon.tv/content/fireside-chat-live-with-taliesin-jaffe,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Webseries|The Re-Slayer's Take|14|The Timberblight of Dead Man's Table,Miniseries,The Re-Slayer's Take,,14,The Timberblight of Dead Man's Table,2024-08-19,https://youtu.be/4NTh5wNJMRs,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|105|C3E105 Cooldown,Talk Show,Critical Role Cooldown,,105,C3E105 Cooldown,2024-08-19,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|105|Collecting Legends,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,105,Collecting Legends,2024-08-22,https://youtu.be/oH3oEMAaUgE,https://criticalrole.fandom.com/wiki/Collecting_Legends,3:54:11,False,,True,2024-08-19
Webseries|Critical Role Cooldown|C3x105|Collecting Legends,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x105,Collecting Legends,2024-08-22,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Special|Specials|C3E105b|Anime NYC 2024 - Critical Role Fireside Chat & Cast Q&A,Special,Specials,,C3E105b,Anime NYC 2024 - Critical Role Fireside Chat & Cast Q&A,2024-08-29,https://youtu.be/7lia7nIr100,https://criticalrole.fandom.com/wiki/Anime_NYC_2024_-_Critical_Role_Fireside_Chat_%26_Cast_Q%26A,0:59:14,False,,False,
Talk Show|Critical Role Cooldown|106|C3E106 Cooldown,Talk Show,Critical Role Cooldown,,106,C3E106 Cooldown,2024-09-02,https://www.beacon.tv,,,False,Post-show reactions,False,
Talk Show|4-Sided Dive|27|4-Sided Dive: Queries & Quandaries,Talk Show,4-Sided Dive,,27,4-Sided Dive: Queries & Quandaries,2024-09-03,https://youtu.be/vQRKL-Zs1fU,https://criticalrole.fandom.com/wiki/Queries_%26_Quandaries,1:53:52,False,,False,
Main Campaign|Campaign Three: Bells Hells|106|Unseelie Interrupted,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,106,Unseelie Interrupted,2024-09-05,https://youtu.be/1fFvR8Diz3s,https://criticalrole.fandom.com/wiki/Unseelie_Interrupted,4:11:05,False,,True,2024-09-02
Webseries|Critical Role Cooldown|C3x106|Unseelie Interrupted,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x106,Unseelie Interrupted,2024-09-05,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|15|The Cat's Cathedral,Miniseries,The Re-Slayer's Take,,15,The Cat's Cathedral,2024-09-09,https://youtu.be/5VHcdM59aQI,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|107|C3E107 Cooldown,Talk Show,Critical Role Cooldown,,107,C3E107 Cooldown,2024-09-09,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|107|Under the Arch Heart's Eye,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,107,Under the Arch Heart's Eye,2024-09-12,https://youtu.be/ddzU1KWq3hM,https://criticalrole.fandom.com/wiki/Under_the_Arch_Heart%27s_Eye,4:29:35,False,,True,2024-09-09
Webseries|Critical Role Cooldown|C3x107|Under the Arch Heart's Eye,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x107,Under the Arch Heart's Eye,2024-09-12,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|16|The Masked Man,Miniseries,The Re-Slayer's Take,,16,The Masked Man,2024-09-16,https://youtu.be/vfsY5X4kF8E,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|108|C3E108 Cooldown,Talk Show,Critical Role Cooldown,,108,C3E108 Cooldown,2024-09-16,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|108|Looming,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,108,Looming,2024-09-19,https://youtu.be/ojpqaSkeDz8,https://criticalrole.fandom.com/wiki/Looming,4:18:11,False,,True,2024-09-16
Webseries|Critical Role Cooldown|C3x108|Looming,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x108,Looming,2024-09-19,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Fireside Chat|Fireside Chat|5|Fireside Chat with Ashley Johnson,Fireside Chat,Fireside Chat,,5,Fireside Chat with Ashley Johnson,2024-09-23,https://beacon.tv/content/fireside-chat-live-with-ashley-johnson,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Webseries|The Re-Slayer's Take|17|The Dire Descent,Miniseries,The Re-Slayer's Take,,17,The Dire Descent,2024-09-23,https://youtu.be/3z4OnyAuXo8,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Webseries|EverythingIsContent|25|SINK!,Webseries,EverythingIsContent,,25,SINK!,2024-09-24,https://youtu.be/6F7FXfP9ykE,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Webseries|The Re-Slayer's Take|18|The Monstrous Mine,Miniseries,The Re-Slayer's Take,,18,The Monstrous Mine,2024-09-30,https://youtu.be/QfrW_n4tRH8,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|109|C3E109 Cooldown,Talk Show,Critical Role Cooldown,,109,C3E109 Cooldown,2024-09-30,https://www.beacon.tv,,,False,Post-show reactions,False,
Animated Series|The Legend of Vox Machina|1|A Deadly Bargain,Animated Series,The Legend of Vox Machina,Season Three,1,A Deadly Bargain,2024-10-03,,https://criticalrole.fandom.com/wiki/A_Deadly_Bargain,0:27:51,False,Available on Prime Video,False,
Animated Series|The Legend of Vox Machina|2|Prisoners of Ank'Harel,Animated Series,The Legend of Vox Machina,Season Three,2,Prisoners of Ank'Harel,2024-10-03,,https://criticalrole.fandom.com/wiki/Prisoners_of_Ank%27Harel,0:26:41,False,Available on Prime Video,False,
Animated Series|The Legend of Vox Machina|3|Vexations,Animated Series,The Legend of Vox Machina,Season Three,3,Vexations,2024-10-03,,https://criticalrole.fandom.com/wiki/Vexations,0:26:30,False,Available on Prime Video,False,
Main Campaign|Campaign Three: Bells Hells|109|A Test of Fate,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,109,A Test of Fate,2024-10-03,https://youtu.be/NH5odIjsy8g,https://criticalrole.fandom.com/wiki/A_Test_of_Fate,4:39:24,False,,True,2024-09-30
Webseries|Critical Role Cooldown|C3x109|A Test of Fate,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x109,A Test of Fate,2024-10-03,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|19|Caroline Lux Interview,Miniseries,The Re-Slayer's Take,,19,Caroline Lux Interview,2024-10-07,https://youtu.be/FHWDEukywbg,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|110|C3E110 Cooldown,Talk Show,Critical Role Cooldown,,110,C3E110 Cooldown,2024-10-07,https://www.beacon.tv,,,False,Post-show reactions,False,
Talk Show|4-Sided Dive|28|4-Sided Dive: Way of the Swordguy,Talk Show,4-Sided Dive,,28,4-Sided Dive: Way of the Swordguy,2024-10-08,https://youtu.be/oJKLSoezIYc,https://criticalrole.fandom.com/wiki/Way_of_the_Swordguy,2:08:33,False,,False,
Animated Series|The Legend of Vox Machina|4|Hell to Pay,Animated Series,The Legend of Vox Machina,Season Three,4,Hell to Pay,2024-10-10,,https://criticalrole.fandom.com/wiki/Hell_to_Pay,0:27:09,False,Available on Prime Video,False,
Animated Series|The Legend of Vox Machina|5|The Frigid Doom (LoVM),Animated Series,The Legend of Vox Machina,Season Three,5,The Frigid Doom (LoVM),2024-10-10,,https://criticalrole.fandom.com/wiki/The_Frigid_Doom_(LoVM),0:25:18,False,Available on Prime Video,False,
Animated Series|The Legend of Vox Machina|6|The Coming Storm (LoVM),Animated Series,The Legend of Vox Machina,Season Three,6,The Coming Storm (LoVM),2024-10-10,,https://criticalrole.fandom.com/wiki/The_Coming_Storm_(LoVM),0:26:14,False,Available on Prime Video,False,
Main Campaign|Campaign Three: Bells Hells|110|In the Shadow of War,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,110,In the Shadow of War,2024-10-10,https://youtu.be/mgBRDF1Q-Ao,https://criticalrole.fandom.com/wiki/In_the_Shadow_of_War,4:06:10,False,,True,2024-10-07
Webseries|Critical Role Cooldown|C3x110|In the Shadow of War,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x110,In the Shadow of War,2024-10-10,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|20|The Befuddled Bravehearts,Miniseries,The Re-Slayer's Take,,20,The Befuddled Bravehearts,2024-10-14,https://youtu.be/FjvuCSqjiNI,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|111|C3E111 Cooldown,Talk Show,Critical Role Cooldown,,111,C3E111 Cooldown,2024-10-14,https://www.beacon.tv,,,False,Post-show reactions,False,
Webseries|Narrative Telephone|19|A Florid Floral Fable,Webseries,Narrative Telephone,,19,A Florid Floral Fable,2024-10-16,https://www.youtube.com/watch?v=xBuJyDL4uic,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_19,,False,,False,
Animated Series|The Legend of Vox Machina|7|Cloak and Dagger (LoVM),Animated Series,The Legend of Vox Machina,Season Three,7,Cloak and Dagger (LoVM),2024-10-17,,https://criticalrole.fandom.com/wiki/Cloak_and_Dagger_(LoVM),0:26:20,False,Available on Prime Video,False,
Animated Series|The Legend of Vox Machina|8|The Siege of Emon (LoVM),Animated Series,The Legend of Vox Machina,Season Three,8,The Siege of Emon (LoVM),2024-10-17,,https://criticalrole.fandom.com/wiki/The_Siege_of_Emon_(LoVM),0:26:28,False,Available on Prime Video,False,
Animated Series|The Legend of Vox Machina|9|Thordak (LoVM),Animated Series,The Legend of Vox Machina,Season Three,9,Thordak (LoVM),2024-10-17,,https://criticalrole.fandom.com/wiki/Thordak_(LoVM),0:26:03,False,Available on Prime Video,False,
Main Campaign|Campaign Three: Bells Hells|111|The Nein Hells,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,111,The Nein Hells,2024-10-17,https://youtu.be/eK44w-yGX-w,https://criticalrole.fandom.com/wiki/The_Nein_Hells,3:33:30,False,,True,2024-10-14
Webseries|Critical Role Cooldown|C3x111|The Nein Hells,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x111,The Nein Hells,2024-10-17,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Fireside Chat|Fireside Chat|6|Fireside Chat with Travis Willingham,Fireside Chat,Fireside Chat,,6,Fireside Chat with Travis Willingham,2024-10-21,https://beacon.tv/content/fireside-chat-live-with-travis-willingham,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Webseries|The Re-Slayer's Take|21|The Confounding Cavern,Miniseries,The Re-Slayer's Take,,21,The Confounding Cavern,2024-10-21,https://youtu.be/1QjdiTOPy7w,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|112|C3E112 Cooldown,Talk Show,Critical Role Cooldown,,112,C3E112 Cooldown,2024-10-21,https://www.beacon.tv,,,False,Post-show reactions,False,
Animated Series|The Legend of Vox Machina|10|To the Ends of the World,Animated Series,The Legend of Vox Machina,Season Three,10,To the Ends of the World,2024-10-24,,https://criticalrole.fandom.com/wiki/To_the_Ends_of_the_World,0:26:34,False,Available on Prime Video,False,
Animated Series|The Legend of Vox Machina|11|Deadly Echoes (LoVM),Animated Series,The Legend of Vox Machina,Season Three,11,Deadly Echoes (LoVM),2024-10-24,,https://criticalrole.fandom.com/wiki/Deadly_Echoes_(LoVM),0:26:48,False,Available on Prime Video,False,
Animated Series|The Legend of Vox Machina|12|Souls in Darkness,Animated Series,The Legend of Vox Machina,Season Three,12,Souls in Darkness,2024-10-24,,https://criticalrole.fandom.com/wiki/Souls_in_Darkness,0:29:22,False,Available on Prime Video,False,
Main Campaign|Campaign Three: Bells Hells|112|The Assembling of Legends,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,112,The Assembling of Legends,2024-10-24,https://youtu.be/_MQFn1lxKV0,https://criticalrole.fandom.com/wiki/The_Assembling_of_Legends,4:26:34,False,,True,2024-10-21
Webseries|Critical Role Cooldown|C3x112|The Assembling of Legends,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x112,The Assembling of Legends,2024-10-24,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|22|The Promised Pact,Miniseries,The Re-Slayer's Take,,22,The Promised Pact,2024-10-28,https://youtu.be/PButnrBSh68,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Webseries|The Re-Slayer's Take|23|The Melancholic March,Miniseries,The Re-Slayer's Take,,23,The Melancholic March,2024-11-04,https://youtu.be/25LXHhvonB4,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|113|C3E113 Cooldown,Talk Show,Critical Role Cooldown,,113,C3E113 Cooldown,2024-11-04,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|113|Assault on the Malleus Key,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,113,Assault on the Malleus Key,2024-11-07,https://youtu.be/h6wXgGNZpA4,https://criticalrole.fandom.com/wiki/Assault_on_the_Malleus_Key,5:06:09,False,,True,2024-11-04
Webseries|Critical Role Cooldown|C3x113|Assault on the Malleus Key,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x113,Assault on the Malleus Key,2024-11-07,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|24|The Restless Retreat,Miniseries,The Re-Slayer's Take,,24,The Restless Retreat,2024-11-11,https://youtu.be/mGxORHleN7Y,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|114|C3E114 Cooldown,Talk Show,Critical Role Cooldown,,114,C3E114 Cooldown,2024-11-11,https://www.beacon.tv,,,False,Post-show reactions,False,
Talk Show|4-Sided Dive|29|4-Sided Dive: The Tower,Talk Show,4-Sided Dive,,29,4-Sided Dive: The Tower,2024-11-12,https://youtu.be/DN4gPEYAJlo,https://criticalrole.fandom.com/wiki/The_Tower,1:39:31,False,,False,
Main Campaign|Campaign Three: Bells Hells|114|Fight for the Bloody Bridge,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,114,Fight for the Bloody Bridge,2024-11-14,https://youtu.be/eS88k3VxT_I,https://criticalrole.fandom.com/wiki/Fight_for_the_Bloody_Bridge,4:48:06,False,,True,2024-11-11
Webseries|Critical Role Cooldown|C3x114|Fight for the Bloody Bridge,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x114,Fight for the Bloody Bridge,2024-11-14,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|25|Jasmine Bhullar Interview,Miniseries,The Re-Slayer's Take,,25,Jasmine Bhullar Interview,2024-11-18,https://youtu.be/dlWYtV48GAs,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|115|C3E115 Cooldown,Talk Show,Critical Role Cooldown,,115,C3E115 Cooldown,2024-11-18,https://www.beacon.tv,,,False,Post-show reactions,False,
Webseries|Narrative Telephone|20|Drag Me to Hells,Webseries,Narrative Telephone,,20,Drag Me to Hells,2024-11-20,https://youtu.be/ZfJIOCop4pg,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_20,,False,,False,
Webseries|EverythingIsContent|26|Queen by Midnight: Quarter Past,Webseries,EverythingIsContent,,26,Queen by Midnight: Quarter Past,2024-11-20,https://youtu.be/Jq8rYV-5hjE,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Fireside Chat|Fireside Chat|7|Fireside Chat with Liam O'Brien,Fireside Chat,Fireside Chat,,7,Fireside Chat with Liam O'Brien,2024-11-20,https://beacon.tv/content/fireside-chat-live-with-liam-obrien,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Main Campaign|Campaign Three: Bells Hells|115|To the Arx Creonum,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,115,To the Arx Creonum,2024-11-21,https://youtu.be/sSmCDyGs01o,https://criticalrole.fandom.com/wiki/To_the_Arx_Creonum,4:23:20,False,,True,2024-11-18
Webseries|Critical Role Cooldown|C3x115|To the Arx Creonum,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x115,To the Arx Creonum,2024-11-21,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|26|The Hermit's Hill,Miniseries,The Re-Slayer's Take,,26,The Hermit's Hill,2024-12-02,https://youtu.be/LKXurDMdE3Y,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|116|C3E116 Cooldown,Talk Show,Critical Role Cooldown,,116,C3E116 Cooldown,2024-12-02,https://www.beacon.tv,,,False,Post-show reactions,False,
Webseries|EverythingIsContent|27|Magic: The Gathering Commander,Webseries,EverythingIsContent,,27,Magic: The Gathering Commander,2024-12-03,https://youtu.be/S1UpEfV4ziw,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Main Campaign|Campaign Three: Bells Hells|116|The Weave Mind,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,116,The Weave Mind,2024-12-05,https://youtu.be/38zB-_3WZa8,https://criticalrole.fandom.com/wiki/The_Weave_Mind,4:47:30,False,,True,2024-12-02
Webseries|Critical Role Cooldown|C3x116|The Weave Mind,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x116,The Weave Mind,2024-12-05,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Special|Backstage Pass||Backstage Pass - Daggerheart Critmas,Special,Backstage Pass,,,Backstage Pass - Daggerheart Critmas,2024-12-07,https://beacon.tv/content/daggerheart-crtimas-story-live-backstage-pass,,,False,Behind-the-scenes live stream,False,
Webseries|The Re-Slayer's Take|27|The Terrible Twigmen,Miniseries,The Re-Slayer's Take,,27,The Terrible Twigmen,2024-12-09,https://youtu.be/zsG4Qoja2tE,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|117|C3E117 Cooldown,Talk Show,Critical Role Cooldown,,117,C3E117 Cooldown,2024-12-09,https://www.beacon.tv,,,False,Post-show reactions,False,
Fireside Chat|Fireside Chat|8|Fireside Chat with Robbie Daymond,Fireside Chat,Fireside Chat,,8,Fireside Chat with Robbie Daymond,2024-12-10,https://beacon.tv/content/fireside-chat-live-with-robbie-daymond,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Main Campaign|Campaign Three: Bells Hells|117|Race to the Ruidian Core,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,117,Race to the Ruidian Core,2024-12-12,https://youtu.be/lB8QzJIdsXk,https://criticalrole.fandom.com/wiki/Race_to_the_Ruidian_Core,4:37:22,False,,True,2024-12-09
Webseries|Critical Role Cooldown|C3x117|Race to the Ruidian Core,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x117,Race to the Ruidian Core,2024-12-12,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
