episode_id,show_type,campaign,arc,episode_number,title,airdate,vod_url,wiki_url,runtime,watched,notes,has_cooldown,cooldown_date
Webseries|All Work No Play|5|Creature Makeup,Webseries,All Work No Play,,5,Creature Makeup,2018-10-26,https://critrole.com/qtvideo/all-work-no-play-creature-makeup-s1-ep5/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
Webseries|Between the Sheets|4|Liam O'Brien,Webseries,Between the Sheets,,4,Liam O'Brien,2018-10-29,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/iRsbq1wfeNA,https://criticalrole.fandom.com/wiki/Between_the_Sheets,,False,Hosted by Brian Wayne Foster,False,
Talk Show|Talks Machina|88|Critical Role and the Club of Misfits,Talk Show,Talks Machina,,88,Critical Role and the Club of Misfits,2018-10-30,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/F4-wAeIAWms,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_88,,False,Hosted by Brian Wayne Foster,False,
Webseries|Handbooker Helper|10|Leveling Up,Webseries,Handbooker Helper,,10,Leveling Up,2018-10-31,https://youtu.be/w8N0nyfZE3E,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|40|Dubious Pursuits,Main Campaign,Campaign Two: The Mighty Nein,Adventure on the High Seas,40,Dubious Pursuits,2018-11-01,https://www.youtube.com/watch?v=etjou2cxZJw,https://criticalrole.fandom.com/wiki/Dubious_Pursuits,3:10:40,False,,False,
Webseries|All Work No Play|6|Fire Spinning,Webseries,All Work No Play,,6,Fire Spinning,2018-11-02,https://critrole.com/qtvideo/all-work-no-play-fire-spinning-s1-ep6/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
Talk Show|Talks Machina|89|Dubious Pursuits,Talk Show,Talks Machina,,89,Dubious Pursuits,2018-11-06,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/jhUuNEj-Z6w,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_89,,False,Hosted by Brian Wayne Foster,False,
Webseries|EverythingIsContent|3|Critical Dad,Webseries,EverythingIsContent,,3,Critical Dad,2018-11-06,https://youtu.be/Y7Zm8GF6Ph8,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Webseries|Handbooker Helper|11|Passive Abilities,Webseries,Handbooker Helper,,11,Passive Abilities,2018-11-07,https://youtu.be/emHtNULI6c0,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|41|A Pirate's Life for Me,Main Campaign,Campaign Two: The Mighty Nein,Adventure on the High Seas,41,A Pirate's Life for Me,2018-11-08,https://www.youtube.com/watch?v=NOh9T7YeR3o,https://criticalrole.fandom.com/wiki/A_Pirate%27s_Life_for_Me,3:40:43,False,,False,
Webseries|All Work No Play|7|MAME Cabinet,Webseries,All Work No Play,,7,MAME Cabinet,2018-11-09,https://critrole.com/qtvideo/all-work-no-play-mame-cabinet-s1-ep7/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
Webseries|Between the Sheets|5|Sam Riegel,Webseries,Between the Sheets,,5,Sam Riegel,2018-11-12,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/Ecsjoa7_enY,https://criticalrole.fandom.com/wiki/Between_the_Sheets,,False,Hosted by Brian Wayne Foster,False,
Talk Show|Talks Machina|90|A Pirate's Life for Me,Talk Show,Talks Machina,,90,A Pirate's Life for Me,2018-11-13,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/AqmpeaVon3E,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_90,,False,Hosted by Brian Wayne Foster,False,
Webseries|EverythingIsContent|4|Soul Calibur VI,Webseries,EverythingIsContent,,4,Soul Calibur VI,2018-11-13,https://youtu.be/gs86d2aNEA0,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Webseries|Handbooker Helper|12|Spell Range and Area of Effect,Webseries,Handbooker Helper,,12,Spell Range and Area of Effect,2018-11-14,https://youtu.be/-eRyWCeMK9k,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|42|A Hole In the Plan,Main Campaign,Campaign Two: The Mighty Nein,Adventure on the High Seas,42,A Hole In the Plan,2018-11-15,https://www.youtube.com/watch?v=W723E1ofhcE,https://criticalrole.fandom.com/wiki/A_Hole_In_the_Plan,3:54:33,False,,False,
Webseries|All Work No Play|8|Hot Tub Spectacular,Webseries,All Work No Play,,8,Hot Tub Spectacular,2018-11-16,https://critrole.com/qtvideo/all-work-no-play-hot-tub-spectacular-s1-ep8/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
Talk Show|Talks Machina|91|A Hole In a Plan,Talk Show,Talks Machina,,91,A Hole In a Plan,2018-11-20,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/YZqJzNj_1tI,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_91,,False,Hosted by Brian Wayne Foster,False,
Webseries|Handbooker Helper|13|Melee Weapons,Webseries,Handbooker Helper,,13,Melee Weapons,2018-11-21,https://youtu.be/VISVxpCrVQg,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|EverythingIsContent|5|Dungeon Mayhem,Webseries,EverythingIsContent,,5,Dungeon Mayhem,2018-11-22,https://youtu.be/sBvCFVggojM,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Special|Specials|C2E42b|Honey Heist 3: Tova’s Honeys,Special,Specials,,C2E42b,Honey Heist 3: Tova’s Honeys,2018-11-23,https://youtu.be/whbc64O0Yik,https://criticalrole.fandom.com/wiki/Honey_Heist_3:_Tova%E2%80%99s_Honeys,3:10:00,False,,False,
Webseries|Between the Sheets|6|Marisha Ray,Webseries,Between the Sheets,,6,Marisha Ray,2018-11-26,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/i6UxCDopt-U,https://criticalrole.fandom.com/wiki/Between_the_Sheets,,False,Hosted by Brian Wayne Foster,False,
Special|Specials|C2E42c|Fireside Chat with Sam Riegel,Special,Specials,,C2E42c,Fireside Chat with Sam Riegel,2018-11-27,https://youtu.be/2sUpEMJAo6Q,https://criticalrole.fandom.com/wiki/Fireside_Chat_with_Sam_Riegel,1:15:02,False,,False,
Webseries|Handbooker Helper|14|Ranged Weapons,Webseries,Handbooker Helper,,14,Ranged Weapons,2018-11-28,https://youtu.be/TcH7xoDmIu0,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|43|In Hot Water,Main Campaign,Campaign Two: The Mighty Nein,Adventure on the High Seas,43,In Hot Water,2018-11-29,https://www.youtube.com/watch?v=dyArEJYKr5U,https://criticalrole.fandom.com/wiki/In_Hot_Water,3:40:13,False,,False,
Webseries|EverythingIsContent|6|Drawing Beau,Webseries,EverythingIsContent,,6,Drawing Beau,2018-11-30,https://youtu.be/W-nMNe6-jwg,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Talk Show|Talks Machina|92|In Hot Water,Talk Show,Talks Machina,,92,In Hot Water,2018-12-04,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/7o-8D0et8nU,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_92,,False,Hosted by Brian Wayne Foster,False,
Webseries|EverythingIsContent|7|MAME Drop,Webseries,EverythingIsContent,,7,MAME Drop,2018-12-05,https://www.youtube.com/watch?v=ly9iqHAcT8M,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Webseries|Handbooker Helper|15|Perception vs. Investigation,Webseries,Handbooker Helper,,15,Perception vs. Investigation,2018-12-05,https://youtu.be/mYzuFErjMtU,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|44|The Diver's Grave,Main Campaign,Campaign Two: The Mighty Nein,Adventure on the High Seas,44,The Diver's Grave,2018-12-06,https://www.youtube.com/watch?v=P8UVu-kGusg,https://criticalrole.fandom.com/wiki/The_Diver%27s_Grave,4:12:20,False,,False,
Webseries|EverythingIsContent|8|Fortnite,Webseries,EverythingIsContent,,8,Fortnite,2018-12-08,https://youtu.be/IMTQdUesOvU,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Webseries|Between the Sheets|7|Matthew Mercer,Webseries,Between the Sheets,,7,Matthew Mercer,2018-12-10,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/iN6A82H6VCI,https://criticalrole.fandom.com/wiki/Between_the_Sheets,,False,Hosted by Brian Wayne Foster,False,
Talk Show|Talks Machina|93|The Diver's Grave,Talk Show,Talks Machina,,93,The Diver's Grave,2018-12-11,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/HR9pjfU1eD4,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_93,,False,Hosted by Brian Wayne Foster,False,
Webseries|Handbooker Helper|16|Spell Components,Webseries,Handbooker Helper,,16,Spell Components,2018-12-12,https://youtu.be/gPP_13-kwBo,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|45|The Stowaway,Main Campaign,Campaign Two: The Mighty Nein,Adventure on the High Seas,45,The Stowaway,2018-12-13,https://www.youtube.com/watch?v=ujWYp5Wr64U,https://criticalrole.fandom.com/wiki/The_Stowaway,4:58:55,False,,False,
Talk Show|Talks Machina|94|The Stowaway,Talk Show,Talks Machina,,94,The Stowaway,2018-12-18,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/pdKBLOzkjvM,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_94,,False,Hosted by Brian Wayne Foster,False,
Webseries|Handbooker Helper|17|Multiclassing,Webseries,Handbooker Helper,,17,Multiclassing,2018-12-19,https://youtu.be/100wR825ImI,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|46|A Storm of Memories,Main Campaign,Campaign Two: The Mighty Nein,Adventure on the High Seas,46,A Storm of Memories,2018-12-20,https://www.youtube.com/watch?v=jw1AhahRFTY,https://criticalrole.fandom.com/wiki/A_Storm_of_Memories,3:58:52,False,,False,
Special|Specials|C2E46a|The Night Before Critmas,Special,Specials,,C2E46a,The Night Before Critmas,2018-12-21,https://youtu.be/8zxeGydXY98,https://criticalrole.fandom.com/wiki/The_Night_Before_Critmas,4:38:34,False,,False,
Webseries|Handbooker Helper|18|Condition Effects,Webseries,Handbooker Helper,,18,Condition Effects,2018-12-26,https://youtu.be/qk0X_Y_Xpgo,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|Handbooker Helper|19|Skills,Webseries,Handbooker Helper,,19,Skills,2019-01-02,https://youtu.be/MdndSpFbzCU,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|Between the Sheets|8|Ashley Johnson,Webseries,Between the Sheets,,8,Ashley Johnson,2019-01-07,https://archive.org/details/critical-role-between-the-sheets/Critical+Role+-+Between+the+Sheets/Critical+Role+-+Between+the+Sheets+-+Ashley+Johnson.mkv/,https://criticalrole.fandom.com/wiki/Between_the_Sheets,,False,Hosted by Brian Wayne Foster,False,
Talk Show|Talks Machina|95|Discussing Campaign 2 So Far,Talk Show,Talks Machina,,95,Discussing Campaign 2 So Far,2019-01-08,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/lQAHJSvUfGE,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_95,,False,Hosted by Brian Wayne Foster,False,
Webseries|Handbooker Helper|20|Feats,Webseries,Handbooker Helper,,20,Feats,2019-01-09,https://youtu.be/EWZIiL3vGYM,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|47|The Second Seal,Main Campaign,Campaign Two: The Mighty Nein,Adventure on the High Seas,47,The Second Seal,2019-01-10,https://www.youtube.com/watch?v=pj3CeW_a1hQ,https://criticalrole.fandom.com/wiki/The_Second_Seal,3:49:22,False,,False,
Talk Show|Talks Machina|96|The Second Seal,Talk Show,Talks Machina,,96,The Second Seal,2019-01-15,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/HtmurQkVyrs,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_96,,False,Hosted by Brian Wayne Foster,False,
Webseries|MAME Drop|1|NES Tour,Webseries,MAME Drop,,1,NES Tour,2019-01-15,https://youtu.be/gALo5KXqC-0,https://criticalrole.fandom.com/wiki/MAME_Drop,,False,Hosted by Taliesin Jaffe,False,
Webseries|Handbooker Helper|21|Backgrounds,Webseries,Handbooker Helper,,21,Backgrounds,2019-01-16,https://youtu.be/QDeXA7dxDSA,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|48|Homeward Bound,Main Campaign,Campaign Two: The Mighty Nein,Arc 3: The Bright Queen's Favor,48,Homeward Bound,2019-01-17,https://www.youtube.com/watch?v=ozSrsj6TtKc,https://criticalrole.fandom.com/wiki/Homeward_Bound,4:09:02,False,,False,
Talk Show|Talks Machina|97|Homeward Bound,Talk Show,Talks Machina,,97,Homeward Bound,2019-01-22,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/sG_-7unfmFY,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_97,,False,Hosted by Brian Wayne Foster,False,
Webseries|MAME Drop|2|Versus,Webseries,MAME Drop,,2,Versus,2019-01-22,https://youtu.be/tgHWhHQrMUQ,https://criticalrole.fandom.com/wiki/MAME_Drop,,False,Hosted by Taliesin Jaffe,False,
Webseries|Handbooker Helper|22|Rogue (Quick Build),Webseries,Handbooker Helper,,22,Rogue (Quick Build),2019-01-23,https://youtu.be/anybhrieUqg,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|Pub Draw|1|Head Basics,Webseries,Pub Draw,,1,Head Basics,2019-01-23,https://youtu.be/0hnpw-2Hp6s,https://criticalrole.fandom.com/wiki/Pub_Draw,,False,Art tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|49|A Game of Names,Main Campaign,Campaign Two: The Mighty Nein,Arc 3: The Bright Queen's Favor,49,A Game of Names,2019-01-24,https://www.youtube.com/watch?v=Xmsjf8jQZWE,https://criticalrole.fandom.com/wiki/A_Game_of_Names,3:44:26,False,,False,
Talk Show|Talks Machina|98|A Game of Names,Talk Show,Talks Machina,,98,A Game of Names,2019-01-29,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/tZdUYUqzPok,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_98,,False,Hosted by Brian Wayne Foster,False,
Webseries|MAME Drop|3|LaserDisc Classics,Webseries,MAME Drop,,3,LaserDisc Classics,2019-01-29,https://youtu.be/YRpzf8nhu74,https://criticalrole.fandom.com/wiki/MAME_Drop,,False,Hosted by Taliesin Jaffe,False,
Webseries|Handbooker Helper|23|Ranger (Quick Build),Webseries,Handbooker Helper,,23,Ranger (Quick Build),2019-01-30,https://youtu.be/ajE6VZIiPmI,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|Pub Draw|2|Learn To Draw Faces,Webseries,Pub Draw,,2,Learn To Draw Faces,2019-01-30,https://youtu.be/MIX7VxN6qLU,https://criticalrole.fandom.com/wiki/Pub_Draw,,False,Art tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|50|The Endless Burrows,Main Campaign,Campaign Two: The Mighty Nein,Arc 3: The Bright Queen's Favor,50,The Endless Burrows,2019-01-31,https://www.youtube.com/watch?v=eRFetHZDSg4,https://criticalrole.fandom.com/wiki/The_Endless_Burrows,4:09:08,False,,False,
Webseries|Between the Sheets|9|Logic,Webseries,Between the Sheets,,9,Logic,2019-02-04,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/OD6osbAU1Uo,https://criticalrole.fandom.com/wiki/Between_the_Sheets,,False,Hosted by Brian Wayne Foster,False,
Talk Show|Talks Machina|99|The Endless Burrows,Talk Show,Talks Machina,,99,The Endless Burrows,2019-02-05,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/OsLSCux50so,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_99,,False,Hosted by Brian Wayne Foster,False,
Webseries|MAME Drop|4|Sports Games,Webseries,MAME Drop,,4,Sports Games,2019-02-05,https://youtu.be/p4xR3X0uqBM,https://criticalrole.fandom.com/wiki/MAME_Drop,,False,Hosted by Taliesin Jaffe,False,
Webseries|Handbooker Helper|24|Barbarian (Quick Build),Webseries,Handbooker Helper,,24,Barbarian (Quick Build),2019-02-06,https://youtu.be/TRUuhZxWxEk,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|Pub Draw|3|Draw Jester with Laura Bailey,Webseries,Pub Draw,,3,Draw Jester with Laura Bailey,2019-02-06,https://youtu.be/mUuIXCsoK-M,https://criticalrole.fandom.com/wiki/Pub_Draw,,False,Art tutorial series,False,
Webseries|MAME Drop|5|D&D Games,Webseries,MAME Drop,,5,D&D Games,2019-02-12,https://youtu.be/u5kpzOlf_rM,https://criticalrole.fandom.com/wiki/MAME_Drop,,False,Hosted by Taliesin Jaffe,False,
Webseries|Handbooker Helper|25|Cleric (Quick Build),Webseries,Handbooker Helper,,25,Cleric (Quick Build),2019-02-13,https://youtu.be/kTg1GxaFTt4,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|Pub Draw|4|Draw Percy Using the Loomis Method,Webseries,Pub Draw,,4,Draw Percy Using the Loomis Method,2019-02-13,https://youtu.be/PXW8ihxUjQ0,https://criticalrole.fandom.com/wiki/Pub_Draw,,False,Art tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|51|Xhorhas,Main Campaign,Campaign Two: The Mighty Nein,Arc 3: The Bright Queen's Favor,51,Xhorhas,2019-02-14,https://www.youtube.com/watch?v=jnn4dpC2qAQ,https://criticalrole.fandom.com/wiki/Xhorhas_(episode),4:03:29,False,,False,
Talk Show|Talks Machina|100|Xhorhas,Talk Show,Talks Machina,,100,Xhorhas,2019-02-19,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/TMXthmqVp1I,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_100,,False,Hosted by Brian Wayne Foster,False,
Webseries|MAME Drop|6|Comic Book Games,Webseries,MAME Drop,,6,Comic Book Games,2019-02-19,https://youtu.be/fbjZAEzF8G8,https://criticalrole.fandom.com/wiki/MAME_Drop,,False,Hosted by Taliesin Jaffe,False,
Webseries|Handbooker Helper|26|Fighter (Quick Build),Webseries,Handbooker Helper,,26,Fighter (Quick Build),2019-02-20,https://youtu.be/Cnb18Y2UEzc,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|Pub Draw|5|Draw Nott with Sam Riegel,Webseries,Pub Draw,,5,Draw Nott with Sam Riegel,2019-02-20,https://youtu.be/9zDe3QI2-vE,https://criticalrole.fandom.com/wiki/Pub_Draw,,False,Art tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|52|Feral Business,Main Campaign,Campaign Two: The Mighty Nein,Arc 3: The Bright Queen's Favor,52,Feral Business,2019-02-21,https://www.youtube.com/watch?v=REyVoebe06E,https://criticalrole.fandom.com/wiki/Feral_Business,4:08:49,False,,False,
Special|Specials|C2E52a|The Search For Grog,Special,Specials,,C2E52a,The Search For Grog,2019-02-22,https://youtu.be/hi5pEHs76TE,https://criticalrole.fandom.com/wiki/The_Search_For_Grog,4:41:09,False,,False,
Talk Show|Talks Machina|101|Feral Business,Talk Show,Talks Machina,,101,Feral Business,2019-02-25,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/SZrUq9RSp4A,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_101,,False,Hosted by Brian Wayne Foster,False,
Webseries|MAME Drop|7|Metal Games,Webseries,MAME Drop,,7,Metal Games,2019-02-26,https://youtu.be/iZmKbzp-Tg0,https://criticalrole.fandom.com/wiki/MAME_Drop,,False,Hosted by Taliesin Jaffe,False,
Webseries|Handbooker Helper|27|Druid (Quick Build),Webseries,Handbooker Helper,,27,Druid (Quick Build),2019-02-27,https://youtu.be/aFWAxkl1Ms8,https://criticalrole.fandom.com/wiki/Handbooker_Helper,,False,D&D 5E tutorial series,False,
Webseries|Pub Draw|6|Learn to Draw Body Beau-sics (Basics),Webseries,Pub Draw,,6,Learn to Draw Body Beau-sics (Basics),2019-02-27,https://youtu.be/9E0kenW0vjc,https://criticalrole.fandom.com/wiki/Pub_Draw,,False,Art tutorial series,False,
Main Campaign|Campaign Two: The Mighty Nein|53|Cornered,Main Campaign,Campaign Two: The Mighty Nein,Arc 3: The Bright Queen's Favor,53,Cornered,2019-02-28,https://www.youtube.com/watch?v=tdP3yCRPtJY,https://criticalrole.fandom.com/wiki/Cornered,3:35:05,False,,False,
Webseries|Yee-Haw Game Ranch|1|Red Dead 2,Webseries,Yee-Haw Game Ranch,,1,Red Dead 2,2019-02-28,https://archive.org/details/travis-yee-haw-game-ranch/S1E1,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Webseries|Between the Sheets|10|Quyen Tran,Webseries,Between the Sheets,,10,Quyen Tran,2019-03-04,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/QApOHH3VrX8,https://criticalrole.fandom.com/wiki/Between_the_Sheets,,False,Hosted by Brian Wayne Foster,False,
Talk Show|Talks Machina|102|Cornered,Talk Show,Talks Machina,,102,Cornered,2019-03-05,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/4iwn11bYPOk,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_102,,False,Hosted by Brian Wayne Foster,False,
Webseries|MAME Drop|8|Mixed Bag o' Games,Webseries,MAME Drop,,8,Mixed Bag o' Games,2019-03-05,https://youtu.be/u2eTfD9Nxic,https://criticalrole.fandom.com/wiki/MAME_Drop,,False,Hosted by Taliesin Jaffe,False,
